,Month,DayofMonth,DayOfWeek,Reporting_Airline,Flight_Number_Reporting_Airline,DepTime,DepDelay,ArrTime,ArrDelay
1353,5,22,4,DL,713,829.0,-6.0,1139.0,-11.0
1354,5,23,5,DL,713,835.0,0.0,1145.0,-5.0
1355,5,24,6,DL,713,831.0,-4.0,1210.0,20.0
1356,5,25,7,DL,713,835.0,0.0,1208.0,18.0
1357,5,26,1,DL,713,829.0,-6.0,1137.0,-13.0
1358,5,27,2,DL,713,826.0,-9.0,1124.0,-26.0
1359,5,28,3,DL,713,835.0,0.0,1145.0,-5.0
1360,5,29,4,DL,713,942.0,67.0,1246.0,56.0
1361,5,30,5,DL,713,832.0,-3.0,1120.0,-30.0
1362,5,31,6,DL,713,912.0,37.0,1215.0,25.0
1363,5,1,4,DL,738,1456.0,-4.0,1743.0,-32.0
1364,5,2,5,DL,738,1450.0,-10.0,1755.0,-20.0
1365,5,3,6,DL,738,313.0,733.0,539.0,684.0
1366,5,4,7,DL,738,2112.0,372.0,2339.0,324.0
1367,5,5,1,DL,738,1518.0,18.0,1750.0,-25.0
1368,5,6,2,DL,738,1459.0,-1.0,1841.0,26.0
1369,5,7,3,DL,738,1511.0,6.0,1757.0,-18.0
1370,5,8,4,DL,738,1512.0,7.0,1746.0,-29.0
1371,5,9,5,DL,738,1534.0,29.0,1819.0,4.0
1372,5,10,6,DL,738,1500.0,-5.0,1810.0,-5.0
1373,5,11,7,DL,738,1509.0,4.0,1808.0,-7.0
1374,5,12,1,DL,738,1500.0,-5.0,1756.0,-19.0
1375,5,13,2,DL,738,1503.0,-2.0,1805.0,-10.0
1376,5,14,3,DL,738,1501.0,-4.0,1817.0,2.0
1377,5,15,4,DL,738,1528.0,23.0,1847.0,32.0
1378,5,16,5,DL,738,1759.0,174.0,2145.0,210.0
1379,5,17,6,DL,738,1500.0,-5.0,1815.0,0.0
1380,5,18,7,DL,738,1503.0,-2.0,1813.0,-2.0
1381,5,19,1,DL,738,1511.0,6.0,1807.0,-8.0
1382,5,20,2,DL,738,1514.0,9.0,1758.0,-17.0
1383,5,21,3,DL,738,1508.0,3.0,1813.0,-2.0
1384,5,22,4,DL,738,1701.0,116.0,2032.0,137.0
1385,5,23,5,DL,738,1528.0,23.0,1832.0,17.0
1386,5,24,6,DL,738,1502.0,-3.0,1851.0,36.0
1387,5,25,7,DL,738,1501.0,-4.0,1759.0,-16.0
1388,5,26,1,DL,738,1507.0,2.0,1806.0,-9.0
1389,5,27,2,DL,738,1504.0,-1.0,1806.0,-9.0
1390,5,28,3,DL,738,1553.0,48.0,1810.0,-5.0
1391,5,29,4,DL,738,1522.0,17.0,1812.0,-3.0
1392,5,30,5,DL,738,1810.0,185.0,2037.0,142.0
1393,5,31,6,DL,738,1507.0,2.0,1831.0,16.0
1394,5,1,4,DL,742,825.0,85.0,1134.0,84.0
1395,5,2,5,DL,742,658.0,-2.0,946.0,-24.0
1396,5,4,7,DL,742,659.0,-1.0,955.0,-15.0
1397,5,5,1,DL,742,708.0,8.0,951.0,-19.0
1398,5,6,2,DL,742,656.0,-4.0,938.0,-32.0
1399,5,7,3,DL,742,701.0,-4.0,938.0,-22.0
1400,5,8,4,DL,742,701.0,-4.0,938.0,-22.0
1401,5,9,5,DL,742,658.0,-7.0,931.0,-29.0
1402,5,10,6,DL,742,727.0,22.0,1004.0,4.0
1403,5,11,7,DL,742,1230.0,325.0,1502.0,302.0
1404,5,12,1,DL,742,711.0,6.0,953.0,-7.0
1405,5,13,2,DL,742,703.0,-2.0,956.0,-4.0
1406,5,14,3,DL,742,710.0,5.0,1006.0,6.0
1407,5,15,4,DL,742,710.0,5.0,1014.0,14.0
1408,5,16,5,DL,742,705.0,0.0,1017.0,17.0
1409,5,17,6,DL,742,704.0,-1.0,1016.0,16.0
1410,5,18,7,DL,742,706.0,1.0,1008.0,8.0
1411,5,19,1,DL,742,705.0,0.0,1004.0,4.0
1412,5,20,2,DL,742,704.0,-1.0,1007.0,7.0
1413,5,21,3,DL,742,713.0,8.0,1017.0,17.0
1414,5,22,4,DL,742,705.0,0.0,1029.0,29.0
1415,5,23,5,DL,742,725.0,20.0,1023.0,23.0
1416,5,24,6,DL,742,722.0,17.0,1045.0,45.0
1417,5,25,7,DL,742,718.0,13.0,1027.0,27.0
1418,5,26,1,DL,742,700.0,-5.0,1006.0,6.0
1419,5,27,2,DL,742,700.0,-5.0,954.0,-6.0
1420,5,28,3,DL,742,703.0,-2.0,955.0,-5.0
1421,5,29,4,DL,742,728.0,23.0,1023.0,23.0
1422,5,30,5,DL,742,705.0,0.0,953.0,-7.0
1423,5,31,6,DL,742,701.0,-4.0,940.0,-20.0
1424,5,1,4,DL,747,1352.0,-3.0,1644.0,-29.0
1425,5,2,5,DL,747,1355.0,0.0,1658.0,-15.0
1426,5,3,6,DL,747,1416.0,21.0,1653.0,-20.0
1427,5,4,7,DL,747,1357.0,2.0,1620.0,-53.0
1428,5,5,1,DL,747,1350.0,-5.0,1617.0,-56.0
1429,5,6,2,DL,747,1351.0,-4.0,1658.0,-15.0
1430,5,7,3,DL,747,1352.0,-3.0,1638.0,-29.0
1431,5,8,4,DL,747,1353.0,-2.0,1624.0,-43.0
1432,5,9,5,DL,747,1353.0,-2.0,1630.0,-37.0
1433,5,10,6,DL,747,1351.0,-4.0,1633.0,-34.0
1434,5,11,7,DL,747,1410.0,15.0,1646.0,-21.0
1435,5,12,1,DL,747,1639.0,164.0,1934.0,147.0
1436,5,13,2,DL,747,1352.0,-3.0,1627.0,-40.0
1437,5,14,3,DL,747,1355.0,0.0,1655.0,-12.0
1438,5,15,4,DL,747,1353.0,-2.0,1658.0,-9.0
1439,5,16,5,DL,747,1428.0,33.0,1729.0,22.0
1440,5,17,6,DL,747,1355.0,0.0,1659.0,-8.0
1441,5,18,7,DL,747,1453.0,58.0,1800.0,53.0
1442,5,19,1,DL,747,1352.0,-3.0,1700.0,-7.0
1443,5,20,2,DL,747,1357.0,2.0,1646.0,-21.0
1444,5,21,3,DL,747,1351.0,-4.0,1703.0,-4.0
1445,5,22,4,DL,747,1351.0,-4.0,1713.0,6.0
1446,5,23,5,DL,747,1428.0,33.0,1729.0,22.0
1447,5,24,6,DL,747,1348.0,-7.0,1700.0,-7.0
1448,5,25,7,DL,747,1351.0,-4.0,1657.0,-10.0
1449,5,26,1,DL,747,1401.0,6.0,1731.0,24.0
1450,5,27,2,DL,747,1349.0,-6.0,1703.0,-4.0
1451,5,28,3,DL,747,1352.0,-3.0,1704.0,-3.0
1452,5,29,4,DL,747,1353.0,-2.0,1649.0,-18.0
1453,5,30,5,DL,747,1408.0,13.0,1644.0,-23.0
1454,5,31,6,DL,747,1349.0,-6.0,1625.0,-42.0
1455,5,1,4,DL,752,2102.0,-8.0,37.0,-1.0
1456,5,2,5,DL,752,2204.0,54.0,136.0,58.0
1457,5,4,7,DL,752,2200.0,50.0,28.0,-10.0
1458,5,5,1,DL,752,2328.0,138.0,204.0,86.0
1459,5,8,4,DL,752,2209.0,34.0,121.0,24.0
1460,5,9,5,DL,752,2202.0,27.0,52.0,-5.0
1461,5,11,7,DL,752,2313.0,98.0,221.0,84.0
1462,5,12,1,DL,752,2135.0,0.0,28.0,-29.0
1463,5,15,4,DL,752,2135.0,0.0,118.0,21.0
1464,5,16,5,DL,752,2205.0,30.0,123.0,26.0
1465,5,18,7,DL,752,2152.0,17.0,106.0,9.0
1466,5,19,1,DL,752,2132.0,-3.0,103.0,6.0
1467,5,22,4,DL,752,2135.0,0.0,18.0,-39.0
1468,5,23,5,DL,752,2302.0,87.0,215.0,78.0
1469,5,26,1,DL,752,2226.0,51.0,131.0,34.0
1470,5,29,4,DL,752,2136.0,1.0,40.0,-17.0
1471,5,30,5,DL,752,2129.0,-6.0,52.0,-5.0
1472,5,1,4,DL,767,1310.0,75.0,1622.0,68.0
1473,5,2,5,DL,767,1158.0,3.0,1453.0,-21.0
1474,5,4,7,DL,767,1220.0,25.0,1441.0,-33.0
1475,5,5,1,DL,767,1155.0,0.0,1427.0,-47.0
1476,5,6,2,DL,767,1148.0,-7.0,1434.0,-40.0
1477,5,7,3,DL,767,1309.0,74.0,1547.0,40.0
1478,5,8,4,DL,767,1521.0,206.0,1756.0,169.0
1479,5,9,5,DL,767,1153.0,-2.0,1444.0,-23.0
1480,5,10,6,DL,767,1150.0,-5.0,1442.0,-25.0
1481,5,11,7,DL,767,1151.0,-4.0,1451.0,-16.0
1482,5,12,1,DL,767,1153.0,-2.0,1431.0,-36.0
1483,5,13,2,DL,767,1152.0,-3.0,1441.0,-26.0
1484,5,14,3,DL,767,1235.0,40.0,1513.0,6.0
1485,5,15,4,DL,767,1149.0,-6.0,1507.0,0.0
1486,5,16,5,DL,767,1350.0,115.0,1732.0,145.0
1487,5,17,6,DL,767,1147.0,-8.0,1518.0,11.0
1488,5,18,7,DL,767,1149.0,-6.0,1448.0,-19.0
1489,5,19,1,DL,767,1150.0,-5.0,1448.0,-19.0
1490,5,20,2,DL,767,1323.0,88.0,1624.0,77.0
1491,5,21,3,DL,767,1150.0,-5.0,1512.0,5.0
1492,5,22,4,DL,767,1146.0,-9.0,1442.0,-25.0
1493,5,23,5,DL,767,1154.0,-1.0,1505.0,-2.0
1494,5,24,6,DL,767,1149.0,-6.0,1506.0,-1.0
1495,5,25,7,DL,767,1246.0,51.0,1600.0,53.0
1496,5,26,1,DL,767,1150.0,-5.0,1459.0,-8.0
1497,5,27,2,DL,767,1149.0,-6.0,1447.0,-20.0
1498,5,28,3,DL,767,1156.0,1.0,1432.0,-35.0
1499,5,29,4,DL,767,1153.0,-2.0,1444.0,-23.0
1500,5,30,5,DL,767,1233.0,38.0,1500.0,-7.0
1501,5,31,6,DL,767,1151.0,-4.0,1424.0,-43.0
1502,5,1,4,DL,771,1703.0,23.0,1953.0,-15.0
1503,5,2,5,DL,771,1634.0,-6.0,1948.0,-20.0
1504,5,3,6,DL,771,1639.0,-1.0,1937.0,-31.0
1505,5,4,7,DL,771,1708.0,28.0,1942.0,-26.0
1506,5,5,1,DL,771,1711.0,31.0,2039.0,31.0
1507,5,6,2,DL,771,1726.0,46.0,2200.0,112.0
1508,5,7,3,DL,771,1655.0,10.0,1923.0,-37.0
1509,5,8,4,DL,771,1655.0,10.0,2023.0,23.0
1510,5,9,5,DL,771,1641.0,-4.0,1926.0,-34.0
1511,5,11,7,DL,771,1646.0,1.0,1931.0,-29.0
1512,5,12,1,DL,771,1642.0,-3.0,1921.0,-39.0
1513,5,13,2,DL,771,1651.0,6.0,1941.0,-19.0
1514,5,14,3,DL,771,1815.0,90.0,2138.0,98.0
1515,5,15,4,DL,771,1643.0,-2.0,2039.0,39.0
1516,5,16,5,DL,771,1837.0,112.0,2243.0,163.0
1517,5,18,7,DL,771,1642.0,-3.0,2012.0,12.0
1518,5,19,1,DL,771,1641.0,-4.0,1940.0,-20.0
1519,5,20,2,DL,771,1642.0,-3.0,1955.0,-5.0
1520,5,21,3,DL,771,1709.0,24.0,2018.0,18.0
1521,5,22,4,DL,771,1726.0,41.0,2036.0,36.0
1522,5,23,5,DL,771,1652.0,7.0,1954.0,-6.0
1523,5,25,7,DL,771,1655.0,10.0,2003.0,3.0
1524,5,26,1,DL,771,1637.0,-8.0,2003.0,3.0
1525,5,27,2,DL,771,1639.0,-6.0,1951.0,-9.0
1526,5,28,3,DL,771,1645.0,0.0,1946.0,-14.0
1527,5,29,4,DL,771,1716.0,31.0,1952.0,-8.0
1528,5,30,5,DL,771,1706.0,21.0,1941.0,-19.0
1529,5,1,4,DL,773,951.0,-4.0,1312.0,-3.0
1530,5,2,5,DL,773,948.0,-7.0,1249.0,-26.0
1531,5,3,6,DL,773,1014.0,19.0,1250.0,-25.0
1532,5,4,7,DL,773,953.0,-2.0,1248.0,-27.0
1533,5,5,1,DL,773,958.0,3.0,1250.0,-25.0
1534,5,6,2,DL,773,951.0,-4.0,1251.0,-24.0
1535,5,7,3,DL,773,1039.0,44.0,1303.0,-2.0
1536,5,8,4,DL,773,949.0,-6.0,1220.0,-45.0
1537,5,9,5,DL,773,1020.0,25.0,1342.0,37.0
1538,5,10,6,DL,773,951.0,-4.0,1243.0,-22.0
1539,5,11,7,DL,773,952.0,-3.0,1300.0,-5.0
1540,5,12,1,DL,773,1000.0,5.0,1302.0,-3.0
1541,5,13,2,DL,773,955.0,0.0,1309.0,4.0
1542,5,14,3,DL,773,950.0,-5.0,1300.0,-5.0
1543,5,15,4,DL,773,954.0,-1.0,1323.0,18.0
1544,5,16,5,DL,773,951.0,-4.0,1454.0,109.0
1545,5,17,6,DL,773,948.0,-7.0,1307.0,2.0
1546,5,18,7,DL,773,949.0,-6.0,1254.0,-11.0
1547,5,19,1,DL,773,958.0,3.0,1303.0,-2.0
1548,5,20,2,DL,773,950.0,-5.0,1309.0,4.0
1549,5,21,3,DL,773,958.0,3.0,1256.0,-9.0
1550,5,22,4,DL,773,946.0,-9.0,1245.0,-20.0
1551,5,23,5,DL,773,953.0,-2.0,1313.0,8.0
1552,5,24,6,DL,773,951.0,-4.0,1320.0,15.0
1553,5,25,7,DL,773,949.0,-6.0,1315.0,10.0
1554,5,26,1,DL,773,945.0,-10.0,1232.0,-33.0
1555,5,27,2,DL,773,953.0,-2.0,1256.0,-9.0
1556,5,28,3,DL,773,1006.0,11.0,1253.0,-12.0
1557,5,29,4,DL,773,949.0,-6.0,1310.0,5.0
1558,5,30,5,DL,773,1010.0,15.0,1301.0,-4.0
1559,5,31,6,DL,773,1006.0,11.0,1256.0,-9.0
1560,5,1,4,F9,2503,1122.0,-8.0,1437.0,-4.0
1561,5,2,5,F9,2503,1125.0,-5.0,1442.0,1.0
1562,5,3,6,F9,2503,1158.0,28.0,1431.0,-10.0
1563,5,4,7,F9,2503,1314.0,104.0,1600.0,79.0
1564,5,5,1,F9,2503,1146.0,16.0,1430.0,-11.0
1565,5,6,2,F9,2503,1128.0,-2.0,1416.0,-25.0
1566,5,7,3,F9,2503,1125.0,-5.0,1407.0,-34.0
1567,5,8,4,F9,2503,1126.0,-4.0,1410.0,-31.0
1568,5,9,5,F9,2503,1128.0,-2.0,1428.0,-13.0
1569,5,10,6,F9,2503,1125.0,-5.0,1419.0,-22.0
1570,5,11,7,F9,2503,1141.0,11.0,1434.0,-7.0
1571,5,12,1,F9,2503,1126.0,-4.0,1414.0,-27.0
1572,5,13,2,F9,2503,1125.0,-5.0,1418.0,-23.0
1574,5,15,4,F9,2503,1131.0,1.0,1500.0,19.0
1575,5,16,5,F9,2503,1204.0,34.0,1617.0,96.0
1576,5,17,6,F9,2503,1126.0,-4.0,1453.0,12.0
1577,5,18,7,F9,2503,1118.0,-12.0,1443.0,2.0
1578,5,19,1,F9,2503,1126.0,-4.0,1441.0,0.0
1579,5,20,2,F9,2503,1124.0,-6.0,1443.0,2.0
1580,5,21,3,F9,2503,1129.0,-1.0,1440.0,-1.0
1581,5,22,4,F9,2503,1128.0,-9.0,1438.0,-10.0
1582,5,23,5,F9,2503,1137.0,0.0,1502.0,14.0
1583,5,24,6,F9,2503,1132.0,-5.0,1514.0,26.0
1584,5,25,7,F9,2503,1132.0,-5.0,1456.0,8.0
1585,5,26,1,F9,2503,1133.0,-4.0,1517.0,29.0
1586,5,27,2,F9,2503,1134.0,-3.0,1438.0,-10.0
1587,5,28,3,F9,2503,1142.0,5.0,1446.0,-2.0
1588,5,29,4,F9,2503,1137.0,0.0,1446.0,-2.0
1589,5,30,5,F9,2503,1150.0,13.0,1422.0,-26.0
1590,5,31,6,F9,2503,1220.0,43.0,1502.0,14.0
1591,3,1,6,AA,1,656.0,-3.0,1003.0,-25.0
1592,3,2,7,AA,1,657.0,-2.0,1008.0,-20.0
1593,3,3,1,AA,1,652.0,-7.0,1015.0,-13.0
1594,3,4,2,AA,1,659.0,0.0,1050.0,22.0
1595,3,5,3,AA,1,652.0,-7.0,1003.0,-25.0
1596,3,6,4,AA,1,655.0,-5.0,1027.0,-1.0
1597,3,7,5,AA,1,658.0,-2.0,1018.0,-10.0
1598,3,8,6,AA,1,654.0,-5.0,953.0,-35.0
1599,3,9,7,AA,1,650.0,-10.0,1002.0,-21.0
1600,3,10,1,AA,1,655.0,-5.0,946.0,-37.0
1601,3,11,2,AA,1,647.0,-13.0,1005.0,-18.0
1602,3,12,3,AA,1,652.0,-8.0,1012.0,-11.0
1603,3,13,4,AA,1,657.0,-3.0,1008.0,-15.0
1604,3,14,5,AA,1,656.0,-4.0,1014.0,-9.0
1605,3,15,6,AA,1,651.0,-9.0,954.0,-29.0
1606,3,16,7,AA,1,655.0,-5.0,951.0,-32.0
1607,3,17,1,AA,1,659.0,-1.0,1023.0,0.0
1608,3,18,2,AA,1,650.0,-10.0,1018.0,-5.0
1609,3,19,3,AA,1,651.0,-9.0,955.0,-28.0
1610,3,20,4,AA,1,655.0,-5.0,1007.0,-16.0
1611,3,21,5,AA,1,657.0,-3.0,1001.0,-22.0
1612,3,22,6,AA,1,653.0,-7.0,1001.0,-22.0
1613,3,23,7,AA,1,659.0,-1.0,1012.0,-11.0
1614,3,24,1,AA,1,653.0,-7.0,940.0,-43.0
1615,3,25,2,AA,1,706.0,6.0,1007.0,-16.0
1616,3,26,3,AA,1,657.0,-3.0,955.0,-28.0
1617,3,27,4,AA,1,652.0,-8.0,1006.0,-17.0
1618,3,28,5,AA,1,652.0,-8.0,945.0,-38.0
1619,3,29,6,AA,1,655.0,-5.0,952.0,-31.0
1620,3,30,7,AA,1,657.0,-2.0,1008.0,-19.0
1621,3,31,1,AA,1,655.0,-4.0,1028.0,1.0
1622,3,1,6,AA,3,1054.0,-6.0,1344.0,-46.0
1623,3,2,7,AA,3,1057.0,-3.0,1400.0,-30.0
1624,3,3,1,AA,3,1053.0,-7.0,1358.0,-32.0
1625,3,4,2,AA,3,1054.0,-6.0,1330.0,-60.0
1626,3,5,3,AA,3,1053.0,-7.0,1417.0,-13.0
1627,3,6,4,AA,3,1052.0,-8.0,1424.0,-6.0
1628,3,7,5,AA,3,1125.0,25.0,1438.0,8.0
1629,3,8,6,AA,3,1052.0,-8.0,1344.0,-46.0
1630,3,9,7,AA,3,1053.0,-7.0,1351.0,-29.0
1631,3,10,1,AA,3,1058.0,-2.0,1401.0,-19.0
1632,3,11,2,AA,3,1255.0,115.0,1625.0,125.0
1633,3,12,3,AA,3,1056.0,-4.0,1416.0,-4.0
1634,3,13,4,AA,3,1055.0,-5.0,1358.0,-22.0
1635,3,14,5,AA,3,2026.0,566.0,18.0,598.0
1636,3,15,6,AA,3,1056.0,-4.0,1405.0,-15.0
1637,3,16,7,AA,3,1415.0,195.0,1723.0,183.0
1638,3,17,1,AA,3,1056.0,-4.0,1417.0,-3.0
1639,3,18,2,AA,3,1128.0,28.0,1452.0,32.0
1640,3,19,3,AA,3,1052.0,-8.0,1354.0,-26.0
1641,3,20,4,AA,3,1055.0,-5.0,1411.0,-9.0
1642,3,21,5,AA,3,1054.0,-6.0,1404.0,-16.0
1643,3,22,6,AA,3,1054.0,-6.0,1412.0,-8.0
1644,3,23,7,AA,3,1058.0,-2.0,1420.0,0.0
1645,3,24,1,AA,3,1053.0,-7.0,1350.0,-30.0
1646,3,25,2,AA,3,1053.0,-7.0,1352.0,-28.0
1647,3,26,3,AA,3,1056.0,-4.0,1343.0,-37.0
1648,3,27,4,AA,3,1101.0,1.0,1349.0,-31.0
1649,3,28,5,AA,3,1058.0,-2.0,1409.0,-11.0
1650,3,29,6,AA,3,1054.0,-6.0,1404.0,-16.0
1651,3,30,7,AA,3,1056.0,-4.0,1415.0,-5.0
1652,3,31,1,AA,3,1055.0,-5.0,1425.0,5.0
1653,3,1,6,AA,117,1950.0,0.0,2307.0,-16.0
1654,3,2,7,AA,117,1955.0,5.0,2303.0,-20.0
1655,3,3,1,AA,117,1957.0,7.0,2251.0,-32.0
1656,3,4,2,AA,117,2004.0,14.0,2241.0,-42.0
1657,3,5,3,AA,117,2105.0,75.0,36.0,73.0
1658,3,6,4,AA,117,1952.0,-8.0,2326.0,-9.0
1659,3,7,5,AA,117,1955.0,-5.0,2320.0,-15.0
1660,3,8,6,AA,117,2004.0,4.0,2320.0,-15.0
1661,3,9,7,AA,117,2017.0,17.0,2303.0,-33.0
1662,3,10,1,AA,117,1955.0,-5.0,2254.0,-42.0
1663,3,11,2,AA,117,2048.0,48.0,2340.0,4.0
1664,3,12,3,AA,117,2000.0,0.0,2313.0,-23.0
1665,3,13,4,AA,117,1956.0,-4.0,2323.0,-13.0
1666,3,14,5,AA,117,1957.0,-3.0,2355.0,19.0
1667,3,15,6,AA,117,1952.0,-8.0,2307.0,-29.0
1668,3,16,7,AA,117,2020.0,20.0,53.0,77.0
1669,3,17,1,AA,117,1952.0,-8.0,2330.0,-6.0
1670,3,18,2,AA,117,1955.0,-5.0,2301.0,-35.0
1671,3,19,3,AA,117,2000.0,0.0,2308.0,-28.0
1672,3,20,4,AA,117,2001.0,1.0,2306.0,-30.0
1673,3,21,5,AA,117,1954.0,-6.0,2334.0,-2.0
1674,3,22,6,AA,117,1959.0,-1.0,2318.0,-18.0
1675,3,23,7,AA,117,1958.0,-2.0,2303.0,-33.0
1676,3,24,1,AA,117,2009.0,9.0,2303.0,-33.0
1677,3,25,2,AA,117,1955.0,-5.0,2257.0,-39.0
1678,3,26,3,AA,117,1956.0,-4.0,2302.0,-34.0
1679,3,27,4,AA,117,1954.0,-6.0,2311.0,-25.0
1680,3,28,5,AA,117,2001.0,1.0,2312.0,-24.0
1681,3,29,6,AA,117,1955.0,-5.0,2307.0,-29.0
1682,3,30,7,AA,117,1955.0,-5.0,2344.0,8.0
1684,3,1,6,AA,171,556.0,-4.0,852.0,-37.0
1685,3,2,7,AA,171,555.0,-5.0,901.0,-28.0
1686,3,3,1,AA,171,555.0,-5.0,914.0,-15.0
1687,3,4,2,AA,171,621.0,21.0,958.0,29.0
1688,3,5,3,AA,171,556.0,-4.0,856.0,-33.0
1689,3,6,4,AA,171,557.0,-3.0,928.0,-1.0
1690,3,7,5,AA,171,557.0,-3.0,931.0,2.0
1691,3,8,6,AA,171,553.0,-7.0,851.0,-38.0
1692,3,9,7,AA,171,557.0,-3.0,908.0,-13.0
1693,3,10,1,AA,171,559.0,-1.0,848.0,-33.0
1694,3,11,2,AA,171,554.0,-6.0,930.0,9.0
1695,3,12,3,AA,171,559.0,-1.0,928.0,7.0
1696,3,13,4,AA,171,554.0,-6.0,859.0,-22.0
1697,3,14,5,AA,171,600.0,0.0,901.0,-20.0
1698,3,15,6,AA,171,601.0,1.0,909.0,-12.0
1699,3,16,7,AA,171,601.0,1.0,852.0,-29.0
1700,3,17,1,AA,171,557.0,-3.0,908.0,-13.0
1701,3,18,2,AA,171,554.0,-6.0,941.0,20.0
1702,3,19,3,AA,171,555.0,-5.0,854.0,-27.0
1703,3,20,4,AA,171,554.0,-6.0,854.0,-27.0
1704,3,21,5,AA,171,554.0,-6.0,900.0,-21.0
1705,3,22,6,AA,171,556.0,-4.0,910.0,-11.0
1706,3,23,7,AA,171,626.0,26.0,940.0,19.0
1707,3,24,1,AA,171,554.0,-6.0,910.0,-11.0
1708,3,25,2,AA,171,558.0,-2.0,915.0,-6.0
1709,3,26,3,AA,171,601.0,1.0,901.0,-20.0
1710,3,27,4,AA,171,556.0,-4.0,902.0,-19.0
1711,3,28,5,AA,171,600.0,0.0,915.0,-6.0
1712,3,29,6,AA,171,554.0,-6.0,900.0,-21.0
1713,3,30,7,AA,171,753.0,113.0,1056.0,95.0
1714,3,31,1,AA,171,551.0,-9.0,908.0,-13.0
1715,3,1,6,AA,255,827.0,-2.0,1118.0,-58.0
1716,3,2,7,AA,255,823.0,-7.0,1132.0,-40.0
1717,3,3,1,AA,255,829.0,-1.0,1137.0,-35.0
1718,3,4,2,AA,255,833.0,3.0,1132.0,-40.0
1719,3,5,3,AA,255,827.0,-3.0,1149.0,-23.0
1720,3,6,4,AA,255,825.0,-5.0,1209.0,-3.0
1721,3,7,5,AA,255,841.0,12.0,1211.0,-5.0
1722,3,8,6,AA,255,821.0,-8.0,1110.0,-66.0
1723,3,9,7,AA,255,851.0,-9.0,1153.0,-39.0
1724,3,10,1,AA,255,834.0,4.0,1119.0,-45.0
1725,3,11,2,AA,255,822.0,-8.0,1219.0,15.0
1726,3,12,3,AA,255,826.0,-4.0,1144.0,-20.0
1727,3,13,4,AA,255,821.0,-9.0,1148.0,-16.0
1728,3,14,5,AA,255,829.0,-1.0,1134.0,-30.0
1729,3,15,6,AA,255,822.0,-8.0,1135.0,-29.0
1730,3,16,7,AA,255,825.0,-5.0,1139.0,-25.0
1731,3,17,1,AA,255,909.0,39.0,1236.0,32.0
1732,3,18,2,AA,255,822.0,-8.0,1133.0,-31.0
1733,3,19,3,AA,255,825.0,-5.0,1116.0,-48.0
1734,3,20,4,AA,255,825.0,-5.0,1157.0,-7.0
1735,3,21,5,AA,255,825.0,-5.0,1150.0,-14.0
1736,3,22,6,AA,255,825.0,-5.0,1139.0,-25.0
1737,3,23,7,AA,255,831.0,1.0,1143.0,-21.0
1738,3,24,1,AA,255,826.0,-4.0,1139.0,-25.0
1739,3,25,2,AA,255,830.0,0.0,1138.0,-26.0
1740,3,26,3,AA,255,823.0,-7.0,1113.0,-51.0
1741,3,27,4,AA,255,828.0,-2.0,1139.0,-25.0
1742,3,28,5,AA,255,823.0,-7.0,1123.0,-41.0
1743,3,29,6,AA,255,829.0,-1.0,1129.0,-35.0
1744,3,30,7,AA,255,823.0,-7.0,1151.0,-13.0
1745,3,31,1,AA,255,830.0,0.0,1151.0,-13.0
1746,3,1,6,AA,300,2106.0,6.0,1.0,-37.0
1747,3,2,7,AA,300,2058.0,-2.0,17.0,-21.0
1748,3,3,1,AA,300,2054.0,-6.0,2358.0,-40.0
1749,3,4,2,AA,300,2059.0,-1.0,2336.0,-62.0
1750,3,5,3,AA,300,2119.0,19.0,44.0,6.0
1751,3,6,4,AA,300,2053.0,-7.0,40.0,2.0
1752,3,7,5,AA,300,2057.0,-3.0,2357.0,-41.0
1753,3,8,6,AA,300,2057.0,-3.0,24.0,-14.0
1754,3,9,7,AA,300,2058.0,-2.0,2347.0,-42.0
1755,3,10,1,AA,300,2053.0,-7.0,2352.0,-37.0
1756,3,11,2,AA,300,2056.0,-4.0,2400.0,-29.0
1757,3,12,3,AA,300,2058.0,-2.0,12.0,-17.0
1758,3,13,4,AA,300,2104.0,4.0,11.0,-18.0
1759,3,14,5,AA,300,652.0,592.0,947.0,558.0
1760,3,15,6,AA,300,2052.0,-8.0,30.0,1.0
1761,3,16,7,AA,300,959.0,779.0,1319.0,770.0
1762,3,17,1,AA,300,2059.0,-1.0,20.0,-9.0
1763,3,18,2,AA,300,2053.0,-7.0,2350.0,-39.0
1764,3,19,3,AA,300,2055.0,-5.0,2347.0,-42.0
1765,3,20,4,AA,300,2103.0,3.0,12.0,-17.0
1766,3,21,5,AA,300,2054.0,-6.0,25.0,-4.0
1767,3,22,6,AA,300,2100.0,0.0,44.0,15.0
1768,3,23,7,AA,300,2054.0,-6.0,2353.0,-36.0
1769,3,24,1,AA,300,2115.0,15.0,14.0,-15.0
1770,3,25,2,AA,300,2054.0,-6.0,2344.0,-45.0
1771,3,26,3,AA,300,2100.0,0.0,5.0,-24.0
1772,3,27,4,AA,300,2051.0,-9.0,26.0,-3.0
1773,3,28,5,AA,300,2058.0,-2.0,2353.0,-36.0
1774,3,29,6,AA,300,2058.0,-2.0,23.0,-6.0
1775,3,30,7,AA,300,2053.0,-7.0,28.0,-1.0
1776,3,31,1,AA,300,558.0,538.0,931.0,542.0
1777,3,1,6,AA,302,1722.0,-7.0,2032.0,-24.0
1778,3,2,7,AA,302,1723.0,-7.0,2026.0,-37.0
