year,player,surface,matches_tot,matches_w,perc_2nd_overall,perc_2nd_w,margin_2nd_w,matches_2nd_w
1992,Michael Walker,Clay,2,2,,,,0
1992,Michael Walker,Hard,5,3,,,,0
1992,Brett Steven,Carpet,3,2,14.333333333333334,11.5,-2.0,0
1992,Brett Steven,Clay,2,1,,,,0
1992,Brett Steven,Hard,15,8,11.0,11.375,-1.625,0
1992,Bing Pan,Carpet,2,0,,,,0
1992,Bing Pan,Hard,2,0,,,,0
1992,Hideki Kaneko,Carpet,1,0,,,,0
1992,Karel Novacek,Carpet,17,10,14.573529411764707,14.875,1.875,2
1992,Karel Novacek,Clay,41,30,16.48238482384824,15.925925925925926,4.666666666666666,9
1992,Karel Novacek,Grass,1,0,,,,0
1992,Karel Novacek,Hard,9,2,19.977777777777774,22.0,-1.0,0
1992,Cyril Suk,Clay,1,0,,,,0
1992,Cyril Suk,Grass,1,0,,,,0
1992,Todd Witsken,Clay,8,5,14.125,16.8,6.0,1
1992,Todd Witsken,Grass,4,1,16.75,20.0,-1.0,0
1992,Todd Witsken,Hard,20,8,15.9,15.875,2.375,3
1992,Jose Antonio Pepe Conde,Clay,5,1,11.2,6.0,-1.0,0
1992,Juan Rios,Clay,1,0,,,,0
1992,Vernon Lewis,Hard,4,2,,,,0
1992,Robert Sliwinski,Carpet,1,0,,,,0
1992,Stephane Sansoni,Hard,2,1,8.5,15.0,-4.0,0
1992,Dishan Herath,Clay,4,1,,,,0
1992,Diego Perez,Carpet,1,0,,,,0
1992,Diego Perez,Clay,18,10,16.38888888888889,18.3,1.1999999999999993,2
1992,Diego Perez,Hard,5,1,20.0,13.0,-1.0,0
1992,Fabien Cousin,Carpet,1,0,,,,0
1992,Stefan Edberg,Carpet,29,19,14.786637931034482,13.6875,1.0625,3
1992,Stefan Edberg,Clay,16,10,17.98611111111111,19.77777777777778,2.4444444444444464,4
1992,Stefan Edberg,Grass,9,7,23.0,21.0,2.7142857142857153,4
1992,Stefan Edberg,Hard,38,32,15.421052631578947,15.875,0.28125,7
1992,Pat Cash,Grass,6,4,19.0,13.75,3.0,1
1992,Pat Cash,Hard,3,1,26.0,21.0,8.0,0
1992,Vaclav Roubicek,Clay,2,0,,,,0
1992,Vaclav Roubicek,Hard,1,0,,,,0
1992,Leonardo Lavalle,Carpet,1,0,,,,0
1992,Leonardo Lavalle,Clay,6,4,,,,0
1992,Leonardo Lavalle,Grass,4,1,17.75,19.0,-2.0,0
1992,Leonardo Lavalle,Hard,17,6,13.470588235294118,15.666666666666666,0.5,0
1992,Ellis Ferreira,Hard,1,0,,,,0
1992,Jim Courier,Carpet,22,15,16.727272727272727,16.333333333333332,1.1333333333333329,3
1992,Jim Courier,Clay,19,16,19.004048582995953,17.692307692307693,4.307692307692308,1
1992,Jim Courier,Grass,3,2,22.0,20.0,9.5,0
1992,Jim Courier,Hard,44,37,17.382683982683982,18.085714285714285,2.7142857142857135,11
1992,Lan Bale,Hard,2,1,15.5,22.0,3.0,0
1992,Slava Dosedel,Clay,5,3,10.0,10.666666666666666,0.33333333333333215,1
1992,Slava Dosedel,Hard,1,0,,,,0
1992,Marcos Aurelio Gorriz,Carpet,1,0,,,,0
1992,Marcos Aurelio Gorriz,Clay,25,11,15.88,15.272727272727273,3.2727272727272734,2
1992,Marcos Aurelio Gorriz,Grass,1,0,,,,0
1992,Marcos Aurelio Gorriz,Hard,4,1,19.375,28.0,3.0,0
1992,Julian Knowle,Clay,1,0,,,,0
1992,Johan Carlsson,Carpet,1,0,,,,0
1992,Johan Carlsson,Clay,1,0,,,,0
1992,Johan Carlsson,Hard,4,1,19.25,31.0,15.0,1
1992,Andras Lanyi,Carpet,1,0,,,,0
1992,Horst Skoff,Carpet,7,4,16.857142857142858,17.5,2.0,1
1992,Horst Skoff,Clay,31,17,13.08436724565757,15.941176470588236,1.7058823529411775,4
1992,Horst Skoff,Hard,9,1,11.88888888888889,18.0,11.0,1
1992,Hyeong Keun Song,Hard,1,0,,,,0
1992,John McEnroe,Carpet,13,7,16.623076923076923,17.5,1.3333333333333321,0
1992,John McEnroe,Clay,5,2,19.4,19.0,2.5,1
1992,John McEnroe,Grass,10,8,17.4,17.875,-1.0,2
1992,John McEnroe,Hard,22,15,17.272727272727273,19.266666666666666,1.5333333333333314,2
1992,Jorg Schors,Clay,1,0,,,,0
1992,Magnus Norman,Carpet,1,0,,,,0
1992,Aaron Krickstein,Carpet,3,2,24.0,19.0,-6.5,1
1992,Aaron Krickstein,Clay,15,10,15.533333333333333,16.3,3.700000000000001,4
1992,Aaron Krickstein,Hard,28,19,17.392857142857142,19.842105263157894,5.578947368421051,10
1992,Alexander Mronz,Carpet,3,0,,,,0
1992,Alexander Mronz,Clay,2,0,,,,0
1992,Alexander Mronz,Grass,1,0,,,,0
1992,Alexander Mronz,Hard,13,6,18.23076923076923,17.666666666666668,1.833333333333334,2
1992,Pablo Albano,Clay,1,0,,,,0
1992,Pablo Albano,Hard,3,1,17.666666666666668,12.0,-3.0,0
1992,Andrei Medvedev,Carpet,12,7,17.083333333333332,18.285714285714285,3.571428571428571,1
1992,Andrei Medvedev,Clay,29,23,19.662068965517243,19.26086956521739,5.304347826086955,9
1992,Andrei Medvedev,Hard,3,2,17.333333333333332,19.0,-0.5,1
1992,Johan Kriek,Hard,1,0,,,,0
1992,Pete Sampras,Carpet,22,18,16.320075757575758,16.6875,-0.9375,2
1992,Pete Sampras,Clay,30,22,15.473684210526317,16.736842105263158,-0.05263157894736992,4
1992,Pete Sampras,Grass,9,7,19.666666666666668,18.714285714285715,2.571428571428573,1
1992,Pete Sampras,Hard,30,25,18.799242424242426,18.90909090909091,1.1818181818181834,3
1992,Jiu Hua Zhang,Carpet,1,0,,,,0
1992,Arne Thoms,Carpet,4,1,19.0,23.0,-3.0,0
1992,Arne Thoms,Clay,4,1,12.0,13.0,7.0,1
1992,Arne Thoms,Grass,8,4,15.25,16.0,0.25,0
1992,Arne Thoms,Hard,8,2,15.25,16.0,-4.0,0
1992,Eoin Collins,Carpet,2,2,,,,0
1992,Mark Keil,Hard,1,0,,,,0
1992,Mark Kratzmann,Hard,1,0,,,,0
1992,Jonas Svensson,Carpet,12,4,11.5,11.5,-2.75,0
1992,Jonas Svensson,Clay,16,6,10.1875,12.0,-1.333333333333334,0
1992,Jonas Svensson,Hard,11,6,14.909090909090908,16.666666666666668,-1.1666666666666643,0
1992,Jim Grabb,Carpet,17,12,10.411764705882353,10.75,-2.5,0
1992,Jim Grabb,Clay,4,2,18.5,23.0,1.5,0
1992,Jim Grabb,Grass,3,1,12.333333333333334,9.0,-1.0,0
1992,Jim Grabb,Hard,31,16,12.225806451612904,13.375,-1.9375,2
1992,Shelby Cannon,Hard,1,0,,,,0
1992,Tim Mayotte,Carpet,1,0,,,,0
1992,Chuck Adams,Grass,1,0,,,,0
1992,Chuck Adams,Hard,23,9,15.304347826086957,16.11111111111111,0.11111111111111072,1
1992,Thierry Van Den Daele,Clay,1,0,,,,0
1992,Mikael Tillstrom,Clay,11,7,16.0,17.714285714285715,3.571428571428573,1
1992,Karim Alami,Clay,3,0,,,,0
1992,Karim Alami,Hard,2,2,,,,0
1992,Kentaro Masuda,Hard,1,0,,,,0
1992,Gilad Bloom,Carpet,6,4,13.166666666666666,14.5,2.0,0
1992,Gilad Bloom,Clay,6,2,20.333333333333332,17.0,-21.0,0
1992,Gilad Bloom,Grass,4,2,13.5,11.0,-4.5,0
1992,Gilad Bloom,Hard,16,8,14.825,16.4,1.799999999999999,0
1992,Patrik Kuhnen,Carpet,8,3,13.625,12.0,4.333333333333333,0
1992,Patrik Kuhnen,Clay,2,0,,,,0
1992,Patrik Kuhnen,Grass,6,2,15.166666666666666,16.0,-5.0,0
1992,Patrik Kuhnen,Hard,23,11,17.434782608695652,17.545454545454547,3.0000000000000018,4
1992,Nuno Marques,Clay,3,1,13.666666666666666,18.0,12.0,0
1992,Todd Woodbridge,Carpet,8,4,17.375,19.0,4.75,1
1992,Todd Woodbridge,Clay,6,2,14.666666666666666,29.0,3.5,1
1992,Todd Woodbridge,Grass,4,2,20.0,22.5,5.0,1
1992,Todd Woodbridge,Hard,30,17,14.960416666666667,13.8125,2.0625,1
1992,Serge Brueck,Carpet,2,2,,,,0
1992,Serge Brueck,Clay,2,1,,,,0
1992,Hidehiko Tanizawa,Hard,1,0,,,,0
1992,Henri Leconte,Carpet,13,8,19.805128205128206,22.6,8.600000000000001,3
1992,Henri Leconte,Clay,17,9,24.291316526610643,25.142857142857142,9.285714285714285,3
1992,Henri Leconte,Grass,3,2,16.666666666666668,10.0,-13.5,0
1992,Henri Leconte,Hard,5,2,29.6,29.5,7.5,1
1992,Frederic Fontang,Carpet,1,0,,,,0
1992,Frederic Fontang,Clay,27,8,9.925925925925926,12.25,-1.25,1
1992,Frederic Fontang,Grass,1,0,,,,0
1992,Frederic Fontang,Hard,7,1,9.428571428571429,3.0,0.0,0
1992,Thomas Hogstedt,Carpet,1,0,,,,0
1992,Thomas Hogstedt,Grass,1,0,,,,0
1992,Thomas Hogstedt,Hard,11,5,19.181818181818183,22.8,5.0,3
1992,Alexander Windisch,Clay,1,0,,,,0
1992,Nicola Bruno,Hard,2,1,12.5,10.0,-2.0,0
1992,Jason Stoltenberg,Carpet,1,0,,,,0
1992,Jason Stoltenberg,Clay,2,0,,,,0
1992,Jason Stoltenberg,Grass,5,3,18.8,16.333333333333332,0.0,0
1992,Jason Stoltenberg,Hard,18,7,16.0,17.428571428571427,3.2857142857142847,4
1992,Joao Cunha Silva,Clay,7,3,12.071428571428571,11.5,2.0,0
1992,Joao Cunha Silva,Hard,8,4,19.875,20.0,0.5,2
1992,Goran Prpic,Carpet,10,5,12.2,13.6,-0.40000000000000036,1
1992,Goran Prpic,Clay,25,11,11.228307692307695,12.4,-6.1,0
1992,Goran Prpic,Hard,5,2,12.6,12.0,1.5,0
1992,Eno Polo,Clay,4,1,,,,0
1992,Lars Koslowski,Carpet,2,0,,,,0
1992,Lars Koslowski,Clay,14,3,9.5,11.0,2.0,0
1992,Lars Koslowski,Grass,1,0,,,,0
1992,Lars Koslowski,Hard,13,7,14.905128205128204,15.166666666666666,-2.166666666666666,0
1992,Mario Visconti,Clay,1,0,,,,0
1992,Alejo Mancisidor,Hard,4,2,24.0,25.0,9.0,2
1992,Jason Cask,Hard,1,0,,,,0
1992,Mohammed Rahizam Abdul Rahim,Hard,1,0,,,,0
1992,Sandon Stolle,Carpet,3,1,17.333333333333332,22.0,2.0,0
1992,Sandon Stolle,Grass,8,5,19.0,19.2,-1.1999999999999993,1
1992,Sandon Stolle,Hard,28,13,15.928571428571429,17.846153846153847,2.0769230769230766,3
1992,Richard Schmidt,Hard,3,1,12.0,25.0,8.0,0
1992,Mikael Stadling,Carpet,1,0,,,,0
1992,Mikael Stadling,Hard,1,0,,,,0
1992,Jakob Hlasek,Carpet,21,14,13.047619047619047,15.0,3.0,5
1992,Jakob Hlasek,Clay,14,6,18.357142857142858,22.5,4.5,2
1992,Jakob Hlasek,Grass,4,2,23.25,24.0,-3.5,0
1992,Jakob Hlasek,Hard,21,10,15.280423280423282,16.2,3.799999999999999,5
1992,Boris Becker,Carpet,28,24,16.99378881987578,17.82608695652174,2.8260869565217384,6
1992,Boris Becker,Clay,12,7,13.625,16.75,-0.5,1
1992,Boris Becker,Grass,6,4,21.333333333333332,24.0,0.25,1
1992,Boris Becker,Hard,22,17,20.21590909090909,18.294117647058822,0.235294117647058,3
1992,Jim Pugh,Grass,1,0,,,,0
1992,Carlos Di Laura,Hard,2,0,,,,0
1992,Paul Wekesa,Clay,4,1,,,,0
1992,David Wheaton,Carpet,11,6,16.272727272727273,19.166666666666668,5.000000000000002,2
1992,David Wheaton,Clay,5,2,22.2,25.5,19.0,2
1992,David Wheaton,Grass,10,6,19.7,21.166666666666668,5.500000000000002,1
1992,David Wheaton,Hard,27,16,17.74074074074074,18.9375,1.9375,5
1992,Pablo Campana,Hard,2,2,,,,0
1992,Neville Godwin,Hard,1,0,,,,0
1992,Andrei Rybalko,Carpet,1,0,,,,0
1992,Xavier Daufresne,Carpet,2,0,,,,0
1992,Xavier Daufresne,Clay,3,1,19.0,22.0,10.0,0
1992,Xavier Daufresne,Hard,5,3,15.6,15.666666666666666,1.3333333333333321,0
1992,Ilou Lonfo,Hard,4,1,,,,0
1992,Michael Geserer,Clay,1,0,,,,0
1992,Brian Devening,Clay,2,1,13.5,16.0,0.0,0
1992,Brian Devening,Hard,1,0,,,,0
1992,Marc Kevin Goellner,Carpet,2,0,,,,0
1992,Marc Kevin Goellner,Clay,7,3,15.571428571428571,16.666666666666668,2.666666666666668,1
1992,Marc Kevin Goellner,Hard,6,2,16.0,17.5,4.0,0
1992,Eui Jong Chang,Carpet,3,1,,,,0
1992,Eui Jong Chang,Clay,5,4,,,,0
1992,Eui Jong Chang,Hard,3,1,13.333333333333334,12.0,0.0,0
1992,Jacco Eltingh,Carpet,8,2,16.475,15.5,-1.0,0
1992,Jacco Eltingh,Clay,15,7,14.533333333333333,17.285714285714285,5.857142857142856,3
1992,Jacco Eltingh,Grass,7,5,12.428571428571429,10.6,-0.8000000000000007,0
1992,Jacco Eltingh,Hard,11,4,19.363636363636363,23.75,0.25,1
1992,Asaf Raja,Hard,1,0,,,,0
1992,Shibu Lal,Hard,2,0,,,,0
1992,Sule Ladipo,Hard,2,0,,,,0
1992,Tomasz Iwanski,Carpet,1,1,,,,0
1992,Michael Joyce,Hard,1,0,,,,0
1992,Adrian Marcu,Clay,2,1,,,,0
1992,Derrick Rostagno,Carpet,9,4,12.0,11.0,-3.5,0
1992,Derrick Rostagno,Clay,8,2,18.125,30.5,4.5,1
1992,Derrick Rostagno,Grass,3,2,21.0,22.5,7.0,0
1992,Derrick Rostagno,Hard,27,12,17.40740740740741,19.833333333333332,2.083333333333332,1
1992,Karol Kucera,Clay,1,0,,,,0
1992,Arafat Chekrouni,Clay,1,1,,,,0
1992,Martin Jaite,Clay,21,9,18.354978354978353,18.22222222222222,4.555555555555555,2
1992,Martin Jaite,Hard,18,9,20.849206349206348,24.555555555555557,2.3333333333333357,5
1992,Morten Christensen,Carpet,1,0,,,,0
1992,Rick Leach,Carpet,1,0,,,,0
1992,Rick Leach,Grass,1,0,,,,0
1992,Rick Leach,Hard,1,0,,,,0
1992,Nduka Odizor,Carpet,1,0,,,,0
1992,Nduka Odizor,Hard,1,0,,,,0
1992,Milko Petkov,Clay,4,2,,,,0
1992,Sandor Noszaly,Carpet,2,2,,,,0
1992,Sandor Noszaly,Hard,2,0,,,,0
1992,Wayne Ferreira,Carpet,9,3,15.577777777777776,16.333333333333332,0.0,1
1992,Wayne Ferreira,Clay,19,12,19.726475279106857,20.636363636363637,1.2727272727272734,2
1992,Wayne Ferreira,Grass,10,9,16.6,15.666666666666666,1.1111111111111107,1
1992,Wayne Ferreira,Hard,36,25,20.393287037037037,22.458333333333332,5.166666666666664,10
1992,Carl Uwe Steeb,Carpet,13,7,15.615384615384615,17.571428571428573,0.571428571428573,1
1992,Carl Uwe Steeb,Clay,27,15,17.62962962962963,18.833333333333332,2.4166666666666643,4
1992,Carl Uwe Steeb,Grass,1,0,,,,0
1992,Carl Uwe Steeb,Hard,21,12,18.857142857142858,19.75,4.75,4
1992,Talito Corrales,Clay,1,0,,,,0
1992,Michael Chang,Carpet,17,9,17.21428571428571,18.166666666666668,8.500000000000002,1
1992,Michael Chang,Clay,15,9,14.684999999999999,12.875,0.0,0
1992,Michael Chang,Grass,1,0,,,,0
1992,Michael Chang,Hard,48,40,14.609508547008547,14.256410256410257,0.4358974358974361,7
1992,Craig Smith,Clay,2,0,,,,0
1992,Tomasz Lichon,Carpet,1,0,,,,0
1992,Ivan Lendl,Carpet,15,10,20.733333333333334,21.7,4.699999999999999,6
1992,Ivan Lendl,Clay,15,8,17.266666666666666,14.75,3.25,2
1992,Ivan Lendl,Grass,5,3,25.0,27.333333333333332,-0.6666666666666679,1
1992,Ivan Lendl,Hard,40,30,18.025862068965516,18.03448275862069,3.241379310344829,7
1992,Mohammed Khalid,Hard,4,3,,,,0
1992,Fernando Meligeni,Clay,3,2,17.333333333333332,14.5,3.5,0
1992,Fernando Meligeni,Hard,4,1,18.5,26.0,5.0,0
1992,Bent Ove Pedersen,Carpet,4,3,,,,0
1992,Thomas Buchmayer,Carpet,2,1,,,,0
1992,Thomas Buchmayer,Clay,4,2,17.75,14.0,5.0,1
1992,Ryuso Tsujino,Carpet,1,0,,,,0
1992,Ryuso Tsujino,Hard,1,0,,,,0
1992,John Fitzgerald,Carpet,2,1,13.0,21.0,8.0,1
1992,John Fitzgerald,Grass,2,0,,,,0
1992,John Fitzgerald,Hard,17,9,13.705882352941176,15.444444444444445,-0.44444444444444464,1
1992,Roland Burtscher,Clay,1,0,,,,0
1992,Stephan Rhode,Clay,2,1,8.0,8.0,-13.0,0
1992,Martin Stringari,Hard,4,2,8.0,7.0,-9.0,0
1992,Jordi Arrese,Carpet,2,0,,,,0
1992,Jordi Arrese,Clay,47,30,11.316489361702128,12.416666666666666,0.33333333333333215,3
1992,Jordi Arrese,Hard,5,2,13.4,12.5,1.5,1
1992,George Kalovelonis,Clay,2,1,,,,0
1992,Nebojsa Djordjevic,Carpet,1,0,,,,0
1992,Tarik Benhabiles,Clay,1,0,,,,0
1992,Faisal Syed Haq,Clay,2,0,,,,0
1992,Danny Sapsford,Grass,1,0,,,,0
1992,Peter Lundgren,Carpet,2,1,20.5,27.0,12.0,1
1992,Peter Lundgren,Grass,2,0,,,,0
1992,Peter Lundgren,Hard,9,4,18.77777777777778,18.25,2.25,1
1992,Renzo Furlan,Carpet,3,1,12.333333333333334,9.0,-5.0,0
1992,Renzo Furlan,Clay,45,25,12.383422323925759,12.521739130434783,0.43478260869565233,3
1992,Renzo Furlan,Hard,7,0,,,,0
1992,Maurice Ruah,Clay,6,3,,,,0
1992,Maurice Ruah,Hard,2,1,15.5,21.0,3.0,1
1992,Diego Nargiso,Carpet,10,5,15.7,16.0,4.0,2
1992,Diego Nargiso,Clay,7,2,22.571428571428573,21.5,4.5,1
1992,Diego Nargiso,Grass,5,2,25.6,23.5,8.5,1
1992,Diego Nargiso,Hard,19,10,15.743421052631579,15.4,4.200000000000001,4
1992,Mark Woodforde,Carpet,10,5,13.7,12.8,-1.5999999999999996,0
1992,Mark Woodforde,Clay,9,5,16.88888888888889,16.6,8.200000000000001,1
1992,Mark Woodforde,Grass,4,2,15.75,17.0,-9.5,0
1992,Mark Woodforde,Hard,27,15,17.074074074074073,16.733333333333334,2.6000000000000014,3
1992,Petr Korda,Carpet,26,16,15.025641025641026,14.0,0.1538461538461533,5
1992,Petr Korda,Clay,26,18,15.074725274725276,15.933333333333334,-3.133333333333333,0
1992,Petr Korda,Grass,2,1,34.5,26.0,4.0,1
1992,Petr Korda,Hard,39,28,15.364299802761339,15.153846153846153,1.6538461538461533,7
1992,Fred Kangwa,Clay,2,0,,,,0
1992,Salahaddine Adbib,Hard,1,0,,,,0
1992,Branislav Stankovic,Clay,2,1,11.0,14.0,-9.0,0
1992,Branislav Stankovic,Grass,3,1,15.333333333333334,12.0,-9.0,0
1992,Gerald Mandl,Carpet,1,0,,,,0
1992,Orlin Stanoytchev,Clay,2,1,,,,0
1992,Wally Masur,Carpet,17,8,14.15686274509804,14.333333333333334,0.16666666666666785,0
1992,Wally Masur,Clay,5,2,15.3,19.5,10.0,2
1992,Wally Masur,Grass,11,8,16.727272727272727,17.5,-1.875,2
1992,Wally Masur,Hard,37,22,15.783783783783784,16.772727272727273,0.18181818181818343,2
1992,Carlos Costa,Carpet,6,1,19.333333333333332,12.0,3.0,0
1992,Carlos Costa,Clay,44,34,18.595170454545453,18.09375,6.125,14
1992,Carlos Costa,Grass,2,1,29.0,31.0,-4.0,0
1992,Carlos Costa,Hard,9,4,17.11111111111111,20.5,6.25,1
1992,David Prinosil,Carpet,6,3,19.666666666666668,22.0,8.666666666666666,2
1992,David Prinosil,Clay,12,6,16.833333333333332,20.166666666666668,8.666666666666668,4
1992,Mohamed Ridaoui,Clay,2,2,,,,0
1992,Mohamed Ridaoui,Hard,4,2,,,,0
1992,Pavel Vizner,Carpet,1,0,,,,0
1992,Chih Jung Chen,Carpet,1,0,,,,0
1992,Pasi Virtanen,Carpet,1,0,,,,0
1992,Greg Rusedski,Hard,4,2,13.75,17.5,1.5,1
1992,Jamie Morgan,Carpet,5,4,18.6,20.25,4.0,0
1992,Jamie Morgan,Hard,9,5,15.222222222222221,14.4,-1.4000000000000004,1
1992,Stephane Simian,Carpet,2,0,,,,0
1992,Stephane Simian,Clay,1,0,,,,0
1992,Stephane Simian,Hard,5,4,11.8,10.25,-2.25,1
1992,Rafael Moreno,Clay,4,2,,,,0
1992,Ricardo Mena,Clay,2,1,,,,0
1992,Juan Albert Viloca Puig,Clay,4,1,13.75,14.0,2.0,0
1992,Claudio Pistolesi,Clay,21,9,13.19047619047619,14.88888888888889,-0.11111111111111072,1
1992,Claudio Pistolesi,Grass,1,0,,,,0
1992,Claudio Pistolesi,Hard,2,0,,,,0
1992,Andrew Foster,Grass,1,0,,,,0
1992,Pier Gauthier,Hard,2,1,12.0,13.0,-1.0,0
1992,German Lopez,Clay,30,15,17.804761904761904,19.466666666666665,6.133333333333331,4
1992,German Lopez,Grass,1,0,,,,0
1992,German Lopez,Hard,8,0,,,,0
1992,Neil Borwick,Grass,4,3,13.0,14.0,-4.333333333333332,0
1992,Neil Borwick,Hard,8,4,11.0,12.5,-0.25,1
1992,Ernesto Lingen,Hard,2,0,,,,0
1992,Aki Rahunen,Carpet,2,2,,,,0
1992,Aki Rahunen,Hard,2,1,21.0,23.0,-14.0,0
1992,Alberto Berasategui,Clay,12,5,8.5,10.8,2.4000000000000004,2
1992,Alberto Berasategui,Hard,7,3,12.0,10.333333333333334,-7.666666666666666,0
1992,Brian Macphie,Grass,3,2,18.0,14.5,-2.0,0
1992,Brian Macphie,Hard,3,0,,,,0
1992,Raul Antonio Viver,Clay,4,0,,,,0
1992,Raul Antonio Viver,Hard,1,0,,,,0
1992,Juan Gisbert Jr,Clay,4,1,,,,0
1992,Ulf Stenlund,Carpet,1,0,,,,0
1992,Nicolas Becerra,Clay,1,0,,,,0
1992,Nicolas Becerra,Hard,1,0,,,,0
1992,Ken Flach,Hard,1,0,,,,0
1992,Carsten Arriens,Clay,1,0,,,,0
1992,Carsten Arriens,Hard,12,8,14.5,13.625,0.75,1
1992,Thomas Muster,Carpet,6,2,11.0,15.0,-0.5,1
1992,Thomas Muster,Clay,43,30,12.573643410852712,12.966666666666667,-0.9333333333333336,2
1992,Thomas Muster,Grass,1,0,,,,0
1992,Thomas Muster,Hard,12,7,13.583333333333334,15.571428571428571,-5.428571428571429,1
1992,Richard Fromberg,Carpet,8,3,12.958333333333334,19.0,7.0,1
1992,Richard Fromberg,Clay,14,6,15.408163265306124,17.666666666666668,7.500000000000002,1
1992,Richard Fromberg,Grass,2,0,,,,0
1992,Richard Fromberg,Hard,17,7,16.941176470588236,17.285714285714285,3.2857142857142847,1
1992,Frederik Fetterlein,Carpet,2,0,,,,0
1992,Frederik Fetterlein,Clay,4,1,10.25,17.0,6.0,1
1992,Omar Camporese,Carpet,18,12,23.188888888888886,22.2,7.299999999999999,5
1992,Omar Camporese,Clay,17,8,19.30637254901961,18.666666666666668,6.166666666666668,2
1992,Omar Camporese,Grass,2,0,,,,0
1992,Omar Camporese,Hard,16,10,21.0,23.8,3.3000000000000007,4
1992,Andrei Chesnokov,Carpet,10,5,18.9,20.4,2.0,1
1992,Andrei Chesnokov,Clay,16,8,16.916666666666668,19.166666666666668,3.666666666666668,1
1992,Andrei Chesnokov,Grass,3,0,,,,0
1992,Andrei Chesnokov,Hard,30,17,17.966666666666665,19.823529411764707,3.764705882352942,6
1992,Jonas Bjorkman,Carpet,1,0,,,,0
1992,Teza Simunyola,Clay,2,0,,,,0
1992,Tasos Bavelas,Carpet,2,0,,,,0
1992,Tasos Bavelas,Clay,5,3,,,,0
1992,Clinton Marsh,Hard,2,0,,,,0
1992,Seung Ho Ji,Carpet,2,2,,,,0
1992,Seung Ho Ji,Hard,1,0,,,,0
1992,Guy Forget,Carpet,27,19,17.54933084344849,17.058823529411764,1.4117647058823533,4
1992,Guy Forget,Clay,16,9,20.25,22.0,1.0,2
1992,Guy Forget,Grass,6,4,24.333333333333332,27.0,-1.0,0
1992,Guy Forget,Hard,21,15,18.761904761904763,17.666666666666668,1.6666666666666679,1
1992,Alexander Volkov,Carpet,26,16,17.675213675213676,19.0,4.142857142857142,6
1992,Alexander Volkov,Clay,15,5,22.438095238095237,25.6,4.0,1
1992,Alexander Volkov,Grass,7,4,21.857142857142858,20.25,5.5,2
1992,Alexander Volkov,Hard,32,22,18.776785714285715,19.857142857142858,5.190476190476192,5
1992,Dick Bosse,Hard,1,0,,,,0
1992,Emilio Sanchez,Carpet,9,3,13.166666666666666,12.5,2.5,1
1992,Emilio Sanchez,Clay,39,26,16.257309941520468,17.05263157894737,3.05263157894737,6
1992,Emilio Sanchez,Grass,1,0,,,,0
1992,Emilio Sanchez,Hard,26,19,15.73076923076923,13.894736842105264,-2.2105263157894726,2
1992,Milen Velev,Clay,3,2,7.0,5.5,-4.0,0
1992,Laith Azzouni,Hard,1,1,,,,0
1992,Andrew Richardson,Grass,1,0,,,,0
1992,Yakubu Suleiman,Hard,2,0,,,,0
1992,George Bezecny,Clay,1,0,,,,0
1992,Horacio De La Pena,Clay,23,7,12.0,11.142857142857142,-1.0,0
1992,Horacio De La Pena,Grass,1,0,,,,0
1992,Horacio De La Pena,Hard,1,0,,,,0
1992,Kevin Ullyett,Hard,4,2,19.75,18.5,0.5,1
1992,Paolo Cane,Carpet,3,2,15.333333333333334,16.0,-3.0,1
1992,Paolo Cane,Clay,12,4,17.238095238095237,16.0,4.0,1
1992,Paolo Cane,Hard,3,1,24.0,21.0,6.0,0
1992,Jordi Burillo,Carpet,1,0,,,,0
1992,Jordi Burillo,Clay,7,2,18.857142857142858,20.5,3.0,1
1992,Jordi Burillo,Hard,1,0,,,,0
1992,Christian Miniussi,Clay,23,10,15.75,15.1,2.0,2
1992,Christian Miniussi,Grass,1,0,,,,0
1992,Christian Miniussi,Hard,10,1,17.2,10.0,-1.0,0
1992,Cassio Motta,Clay,3,1,15.666666666666666,11.0,-3.0,0
1992,Cassio Motta,Hard,7,4,11.857142857142858,10.5,2.75,1
1992,Juan Pablo Etchecoin,Clay,1,0,,,,0
1992,Yasufumi Yamamoto,Carpet,1,0,,,,0
1992,Yasufumi Yamamoto,Hard,4,1,,,,0
1992,Massimo Valeri,Carpet,1,0,,,,0
1992,Massimo Valeri,Clay,3,0,,,,0
1992,Jaime Cortes,Clay,4,3,,,,0
1992,Mark Petchey,Carpet,2,0,,,,0
1992,Mark Petchey,Grass,4,1,19.25,29.0,12.0,1
1992,Mark Petchey,Hard,1,0,,,,0
1992,Gabriel Markus,Carpet,6,2,12.0,14.0,5.0,0
1992,Gabriel Markus,Clay,25,14,14.69230769230769,16.307692307692307,2.3076923076923066,5
1992,Gabriel Markus,Grass,1,0,,,,0
1992,Gabriel Markus,Hard,7,2,14.857142857142858,14.5,-3.5,0
1992,Jimmy Brown,Clay,2,0,,,,0
1992,Jimmy Brown,Hard,4,1,13.75,17.0,-2.0,0
1992,Thierry Guardiola,Clay,7,1,14.857142857142858,24.0,13.0,1
1992,Thierry Guardiola,Hard,3,1,26.666666666666668,13.0,-1.0,0
1992,Amro Ghoneim,Clay,4,1,,,,0
1992,Florian Krumrey,Clay,2,1,19.0,20.0,14.0,1
1992,Lui Pang,Hard,2,0,,,,0
1992,Lars Anders Wahlgren,Carpet,4,1,13.25,21.0,10.0,1
