,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum
1722,2025,1,3,8,6,2025-03-08,AA,19805,AA,N111ZM,255,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0829,0821,-8.00,0.00,0.00,-1,0800-0859,19.00,0840,1104,6.00,1216,1110,-66.00,0.00,0.00,-2,1200-1259,0.00,,0.00,407.00,349.00,324.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1723,2025,1,3,9,7,2025-03-09,AA,19805,AA,N117AN,255,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0851,-9.00,0.00,0.00,-1,0900-0959,24.00,0915,1149,4.00,1232,1153,-39.00,0.00,0.00,-2,1200-1259,0.00,,0.00,392.00,362.00,334.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1724,2025,1,3,10,1,2025-03-10,AA,19805,AA,N108NN,255,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0830,0834,4.00,4.00,0.00,0,0800-0859,13.00,0847,1113,6.00,1204,1119,-45.00,0.00,0.00,-2,1200-1259,0.00,,0.00,394.00,345.00,326.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1725,2025,1,3,11,2,2025-03-11,AA,19805,AA,N102NN,255,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0830,0822,-8.00,0.00,0.00,-1,0800-0859,45.00,0907,1212,7.00,1204,1219,15.00,15.00,1.00,1,1200-1259,0.00,,0.00,394.00,417.00,365.00,1.00,2475.00,10,0.00,0.00,15.00,0.00,0.00,,,,0,,,,,,,,,,,,
1726,2025,1,3,12,3,2025-03-12,AA,19805,AA,N110AN,255,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0830,0826,-4.00,0.00,0.00,-1,0800-0859,16.00,0842,1132,12.00,1204,1144,-20.00,0.00,0.00,-2,1200-1259,0.00,,0.00,394.00,378.00,350.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1727,2025,1,3,13,4,2025-03-13,AA,19805,AA,N107NN,255,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0830,0821,-9.00,0.00,0.00,-1,0800-0859,21.00,0842,1119,29.00,1204,1148,-16.00,0.00,0.00,-2,1200-1259,0.00,,0.00,394.00,387.00,337.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1728,2025,1,3,14,5,2025-03-14,AA,19805,AA,N113AN,255,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0830,0829,-1.00,0.00,0.00,-1,0800-0859,20.00,0849,1122,12.00,1204,1134,-30.00,0.00,0.00,-2,1200-1259,0.00,,0.00,394.00,365.00,333.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1729,2025,1,3,15,6,2025-03-15,AA,19805,AA,N103NN,255,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0830,0822,-8.00,0.00,0.00,-1,0800-0859,29.00,0851,1125,10.00,1204,1135,-29.00,0.00,0.00,-2,1200-1259,0.00,,0.00,394.00,373.00,334.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1730,2025,1,3,16,7,2025-03-16,AA,19805,AA,N105NN,255,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0830,0825,-5.00,0.00,0.00,-1,0800-0859,40.00,0905,1131,8.00,1204,1139,-25.00,0.00,0.00,-2,1200-1259,0.00,,0.00,394.00,374.00,326.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1731,2025,1,3,17,1,2025-03-17,AA,19805,AA,N111ZM,255,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0830,0909,39.00,39.00,1.00,2,0800-0859,29.00,0938,1230,6.00,1204,1236,32.00,32.00,1.00,2,1200-1259,0.00,,0.00,394.00,387.00,352.00,1.00,2475.00,10,32.00,0.00,0.00,0.00,0.00,,,,0,,,,,,,,,,,,
1732,2025,1,3,18,2,2025-03-18,AA,19805,AA,N110AN,255,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0830,0822,-8.00,0.00,0.00,-1,0800-0859,17.00,0839,1127,6.00,1204,1133,-31.00,0.00,0.00,-2,1200-1259,0.00,,0.00,394.00,371.00,348.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1733,2025,1,3,19,3,2025-03-19,AA,19805,AA,N103NN,255,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0830,0825,-5.00,0.00,0.00,-1,0800-0859,17.00,0842,1110,6.00,1204,1116,-48.00,0.00,0.00,-2,1200-1259,0.00,,0.00,394.00,351.00,328.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1734,2025,1,3,20,4,2025-03-20,AA,19805,AA,N107NN,255,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0830,0825,-5.00,0.00,0.00,-1,0800-0859,44.00,0909,1146,11.00,1204,1157,-7.00,0.00,0.00,-1,1200-1259,0.00,,0.00,394.00,392.00,337.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1735,2025,1,3,21,5,2025-03-21,AA,19805,AA,N105NN,255,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0830,0825,-5.00,0.00,0.00,-1,0800-0859,30.00,0855,1138,12.00,1204,1150,-14.00,0.00,0.00,-1,1200-1259,0.00,,0.00,394.00,385.00,343.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1736,2025,1,3,22,6,2025-03-22,AA,19805,AA,N116AN,255,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0830,0825,-5.00,0.00,0.00,-1,0800-0859,23.00,0848,1132,7.00,1204,1139,-25.00,0.00,0.00,-2,1200-1259,0.00,,0.00,394.00,374.00,344.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1737,2025,1,3,23,7,2025-03-23,AA,19805,AA,N113AN,255,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0830,0831,1.00,1.00,0.00,0,0800-0859,19.00,0850,1134,9.00,1204,1143,-21.00,0.00,0.00,-2,1200-1259,0.00,,0.00,394.00,372.00,344.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1738,2025,1,3,24,1,2025-03-24,AA,19805,AA,N111ZM,255,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0830,0826,-4.00,0.00,0.00,-1,0800-0859,31.00,0857,1124,15.00,1204,1139,-25.00,0.00,0.00,-2,1200-1259,0.00,,0.00,394.00,373.00,327.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1739,2025,1,3,25,2,2025-03-25,AA,19805,AA,N106NN,255,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0830,0830,0.00,0.00,0.00,0,0800-0859,21.00,0851,1127,11.00,1204,1138,-26.00,0.00,0.00,-2,1200-1259,0.00,,0.00,394.00,368.00,336.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1740,2025,1,3,26,3,2025-03-26,AA,19805,AA,N117AN,255,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0830,0823,-7.00,0.00,0.00,-1,0800-0859,19.00,0842,1109,4.00,1204,1113,-51.00,0.00,0.00,-2,1200-1259,0.00,,0.00,394.00,350.00,327.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1741,2025,1,3,27,4,2025-03-27,AA,19805,AA,N102NN,255,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0830,0828,-2.00,0.00,0.00,-1,0800-0859,18.00,0846,1128,11.00,1204,1139,-25.00,0.00,0.00,-2,1200-1259,0.00,,0.00,394.00,371.00,342.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1742,2025,1,3,28,5,2025-03-28,AA,19805,AA,N104NN,255,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0830,0823,-7.00,0.00,0.00,-1,0800-0859,21.00,0844,1115,8.00,1204,1123,-41.00,0.00,0.00,-2,1200-1259,0.00,,0.00,394.00,360.00,331.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1743,2025,1,3,29,6,2025-03-29,AA,19805,AA,N109NN,255,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0830,0829,-1.00,0.00,0.00,-1,0800-0859,14.00,0843,1118,11.00,1204,1129,-35.00,0.00,0.00,-2,1200-1259,0.00,,0.00,394.00,360.00,335.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1744,2025,1,3,30,7,2025-03-30,AA,19805,AA,N117AN,255,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0830,0823,-7.00,0.00,0.00,-1,0800-0859,29.00,0852,1142,9.00,1204,1151,-13.00,0.00,0.00,-1,1200-1259,0.00,,0.00,394.00,388.00,350.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1745,2025,1,3,31,1,2025-03-31,AA,19805,AA,N103NN,255,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0830,0830,0.00,0.00,0.00,0,0800-0859,20.00,0850,1140,11.00,1204,1151,-13.00,0.00,0.00,-1,1200-1259,0.00,,0.00,394.00,381.00,350.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1746,2025,1,3,1,6,2025-03-01,AA,19805,AA,N112AN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2106,6.00,6.00,0.00,0,2100-2159,28.00,2134,2355,6.00,0038,0001,-37.00,0.00,0.00,-2,0001-0559,0.00,,0.00,398.00,355.00,321.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1747,2025,1,3,2,7,2025-03-02,AA,19805,AA,N110AN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2058,-2.00,0.00,0.00,-1,2100-2159,31.00,2129,0008,9.00,0038,0017,-21.00,0.00,0.00,-2,0001-0559,0.00,,0.00,398.00,379.00,339.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1748,2025,1,3,3,1,2025-03-03,AA,19805,AA,N112AN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2054,-6.00,0.00,0.00,-1,2100-2159,14.00,2108,2353,5.00,0038,2358,-40.00,0.00,0.00,-2,0001-0559,0.00,,0.00,398.00,364.00,345.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1749,2025,1,3,4,2,2025-03-04,AA,19805,AA,N101NN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2059,-1.00,0.00,0.00,-1,2100-2159,13.00,2112,2330,6.00,0038,2336,-62.00,0.00,0.00,-2,0001-0559,0.00,,0.00,398.00,337.00,318.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1750,2025,1,3,5,3,2025-03-05,AA,19805,AA,N104NN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2119,19.00,19.00,1.00,1,2100-2159,27.00,2146,0040,4.00,0038,0044,6.00,6.00,0.00,0,0001-0559,0.00,,0.00,398.00,385.00,354.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1751,2025,1,3,6,4,2025-03-06,AA,19805,AA,N111ZM,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2053,-7.00,0.00,0.00,-1,2100-2159,32.00,2125,0029,11.00,0038,0040,2.00,2.00,0.00,0,0001-0559,0.00,,0.00,398.00,407.00,364.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1752,2025,1,3,7,5,2025-03-07,AA,19805,AA,N109NN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2057,-3.00,0.00,0.00,-1,2100-2159,26.00,2123,2351,6.00,0038,2357,-41.00,0.00,0.00,-2,0001-0559,0.00,,0.00,398.00,360.00,328.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1753,2025,1,3,8,6,2025-03-08,AA,19805,AA,N113AN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2057,-3.00,0.00,0.00,-1,2100-2159,50.00,2147,0016,8.00,0038,0024,-14.00,0.00,0.00,-1,0001-0559,0.00,,0.00,398.00,387.00,329.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1754,2025,1,3,9,7,2025-03-09,AA,19805,AA,N102NN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2058,-2.00,0.00,0.00,-1,2100-2159,16.00,2114,2335,12.00,0029,2347,-42.00,0.00,0.00,-2,0001-0559,0.00,,0.00,389.00,349.00,321.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1755,2025,1,3,10,1,2025-03-10,AA,19805,AA,N105NN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2053,-7.00,0.00,0.00,-1,2100-2159,22.00,2115,2344,8.00,0029,2352,-37.00,0.00,0.00,-2,0001-0559,0.00,,0.00,389.00,359.00,329.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1756,2025,1,3,11,2,2025-03-11,AA,19805,AA,N108NN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2056,-4.00,0.00,0.00,-1,2100-2159,17.00,2113,2351,9.00,0029,2400,-29.00,0.00,0.00,-2,0001-0559,0.00,,0.00,389.00,364.00,338.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1757,2025,1,3,12,3,2025-03-12,AA,19805,AA,N102NN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2058,-2.00,0.00,0.00,-1,2100-2159,24.00,2122,0001,11.00,0029,0012,-17.00,0.00,0.00,-2,0001-0559,0.00,,0.00,389.00,374.00,339.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1758,2025,1,3,13,4,2025-03-13,AA,19805,AA,N110AN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2104,4.00,4.00,0.00,0,2100-2159,32.00,2136,0005,6.00,0029,0011,-18.00,0.00,0.00,-2,0001-0559,0.00,,0.00,389.00,367.00,329.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1759,2025,1,3,14,5,2025-03-14,AA,19805,AA,N107NN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,0652,592.00,592.00,1.00,12,2100-2159,27.00,0719,0943,4.00,0029,0947,558.00,558.00,1.00,12,0001-0559,0.00,,0.00,389.00,355.00,324.00,1.00,2475.00,10,558.00,0.00,0.00,0.00,0.00,,,,0,,,,,,,,,,,,
1760,2025,1,3,15,6,2025-03-15,AA,19805,AA,N107NN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2052,-8.00,0.00,0.00,-1,2100-2159,40.00,2132,2356,34.00,0029,0030,1.00,1.00,0.00,0,0001-0559,0.00,,0.00,389.00,398.00,324.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1761,2025,1,3,16,7,2025-03-16,AA,19805,AA,N109NN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,0959,779.00,779.00,1.00,12,2100-2159,29.00,1028,1315,4.00,0029,1319,770.00,770.00,1.00,12,0001-0559,0.00,,0.00,389.00,380.00,347.00,1.00,2475.00,10,133.00,0.00,0.00,0.00,637.00,2124,123.00,123.00,0,,,,,,,,,,,,
1762,2025,1,3,17,1,2025-03-17,AA,19805,AA,N103NN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2059,-1.00,0.00,0.00,-1,2100-2159,36.00,2135,0015,5.00,0029,0020,-9.00,0.00,0.00,-1,0001-0559,0.00,,0.00,389.00,381.00,340.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1763,2025,1,3,18,2,2025-03-18,AA,19805,AA,N107NN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2053,-7.00,0.00,0.00,-1,2100-2159,13.00,2106,2344,6.00,0029,2350,-39.00,0.00,0.00,-2,0001-0559,0.00,,0.00,389.00,357.00,338.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1764,2025,1,3,19,3,2025-03-19,AA,19805,AA,N111ZM,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2055,-5.00,0.00,0.00,-1,2100-2159,18.00,2113,2342,5.00,0029,2347,-42.00,0.00,0.00,-2,0001-0559,0.00,,0.00,389.00,352.00,329.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1765,2025,1,3,20,4,2025-03-20,AA,19805,AA,N116AN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2103,3.00,3.00,0.00,0,2100-2159,39.00,2142,0006,6.00,0029,0012,-17.00,0.00,0.00,-2,0001-0559,0.00,,0.00,389.00,369.00,324.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1766,2025,1,3,21,5,2025-03-21,AA,19805,AA,N113AN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2054,-6.00,0.00,0.00,-1,2100-2159,20.00,2114,0017,8.00,0029,0025,-4.00,0.00,0.00,-1,0001-0559,0.00,,0.00,389.00,391.00,363.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1767,2025,1,3,22,6,2025-03-22,AA,19805,AA,N104NN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2100,0.00,0.00,0.00,0,2100-2159,38.00,2138,0034,10.00,0029,0044,15.00,15.00,1.00,1,0001-0559,0.00,,0.00,389.00,404.00,356.00,1.00,2475.00,10,0.00,0.00,15.00,0.00,0.00,,,,0,,,,,,,,,,,,
1768,2025,1,3,23,7,2025-03-23,AA,19805,AA,N103NN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2054,-6.00,0.00,0.00,-1,2100-2159,17.00,2111,2337,16.00,0029,2353,-36.00,0.00,0.00,-2,0001-0559,0.00,,0.00,389.00,359.00,326.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1769,2025,1,3,24,1,2025-03-24,AA,19805,AA,N109NN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2115,15.00,15.00,1.00,1,2100-2159,15.00,2130,0008,6.00,0029,0014,-15.00,0.00,0.00,-1,0001-0559,0.00,,0.00,389.00,359.00,338.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1770,2025,1,3,25,2,2025-03-25,AA,19805,AA,N103NN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2054,-6.00,0.00,0.00,-1,2100-2159,15.00,2109,2339,5.00,0029,2344,-45.00,0.00,0.00,-2,0001-0559,0.00,,0.00,389.00,350.00,330.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1771,2025,1,3,26,3,2025-03-26,AA,19805,AA,N111ZM,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2100,0.00,0.00,0.00,0,2100-2159,23.00,2123,2356,9.00,0029,0005,-24.00,0.00,0.00,-2,0001-0559,0.00,,0.00,389.00,365.00,333.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1772,2025,1,3,27,4,2025-03-27,AA,19805,AA,N117AN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2051,-9.00,0.00,0.00,-1,2100-2159,26.00,2117,0013,13.00,0029,0026,-3.00,0.00,0.00,-1,0001-0559,0.00,,0.00,389.00,395.00,356.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1773,2025,1,3,28,5,2025-03-28,AA,19805,AA,N106NN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2058,-2.00,0.00,0.00,-1,2100-2159,17.00,2115,2346,7.00,0029,2353,-36.00,0.00,0.00,-2,0001-0559,0.00,,0.00,389.00,355.00,331.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1774,2025,1,3,29,6,2025-03-29,AA,19805,AA,N104NN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2058,-2.00,0.00,0.00,-1,2100-2159,32.00,2130,0012,11.00,0029,0023,-6.00,0.00,0.00,-1,0001-0559,0.00,,0.00,389.00,385.00,342.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1775,2025,1,3,30,7,2025-03-30,AA,19805,AA,N101NN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,2053,-7.00,0.00,0.00,-1,2100-2159,16.00,2109,0012,16.00,0029,0028,-1.00,0.00,0.00,-1,0001-0559,0.00,,0.00,389.00,395.00,363.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1776,2025,1,3,31,1,2025-03-31,AA,19805,AA,N112AN,300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2100,0558,538.00,538.00,1.00,12,2100-2159,23.00,0621,0925,6.00,0029,0931,542.00,542.00,1.00,12,0001-0559,0.00,,0.00,389.00,393.00,364.00,1.00,2475.00,10,212.00,0.00,4.00,0.00,326.00,2104,28.00,28.00,0,,,,,,,,,,,,
1777,2025,1,3,1,6,2025-03-01,AA,19805,AA,N105NN,302,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,1729,1722,-7.00,0.00,0.00,-1,1700-1759,31.00,1753,2014,18.00,2056,2032,-24.00,0.00,0.00,-2,2000-2059,0.00,,0.00,387.00,370.00,321.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1778,2025,1,3,2,7,2025-03-02,AA,19805,AA,N105NN,302,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,1730,1723,-7.00,0.00,0.00,-1,1700-1759,20.00,1743,2012,14.00,2103,2026,-37.00,0.00,0.00,-2,2100-2159,0.00,,0.00,393.00,363.00,329.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
1779,2025,1,3,3,1,2025-03-03,AA,19805,AA,N102NN,302,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,1730,1724,-6.00,0.00,0.00,-1,1700-1759,29.00,1753,2024,6.00,2103,2030,-33.00,0.00,0.00,-2,2100-2159,0.00,,0.00,393.00,366.00,331.00,1.00,2475.00,10,,,,,,,,,0,,,,,,,,,,,,
